review_id,ground_truth_sentiment,review
5215,1,Awesome
5216,0,I have faced a biggest problem that 2nd day the screen have become heat(warm). When i was touch the screen on my body it was so hot. Now how i can solve this problem in touch of amazon company. Another big problem is facing with this . That is difference colour of image than a original image.
5217,0,"Product is too much heating while charging its like iron,horrible. Battery is draining, dead so fast within 5hrs. Too much heat/temperature is generating while talking over phone. Waste of money."
5218,1,Nice. Product
5219,0,Pls don't purchase this phone.Bettery backup is so bad and too much heating.
5220,1,Nice & safe delivery
5221,1,Good product.
5222,0,Today only its delivered..And its heating frequently with in first 15 min ...And this phone have a dash charging According to paper but it's not like that ..Its put on charge around 2 hrs for around 30% ..I'll return it soon ...
5223,1,Amazing phone with amazing features
5224,0,not satisfied... using 4 months.. dual camera is not upto the mark. sound quality lower than mi note 4. camera pic couldn't store in sd card (set was hang those time).
5225,1,Processer is best. Cam. Is awsm.
5226,1,It is excellent.
5227,0,Do not buy this product as this is hanging after 6 months of usage ...Will not work especially when internet is onDevice Heating up frequently .
5228,1,Good
5229,0,Back dual camera not working only one work nd not enclueds headphone
5230,1,Very good budget phone i say
5231,0,"Network signal is not detecting, after i update the software."
5232,1,Mast phone.I have fallen in love.
5233,0,"Worst mobile,it is heating...It will use for cooking egg amlets... Don't buy this"
5234,0,No use to take this phone Better then take MI-A1 dnt take bzo Amazon not given any exchange for MI
5235,0,"Do Not buy this phone..i bought this phone on 25th flash sale ,received it on 27th and didn't even use it for 2 days..though it is equipped with loads of features and good specs the battery is the worst..a basic feature of any phone and this does not even have average battery life ..i thought first time usage requires hours of charging but it does not charge not less than 8 hours for 0 to 100 and i had to always keep the phone on charging..and the company promotes it as turbo charging....and moreover it drains fast and could not even last for 10 to 12 hours though its 4000 battery..Camera performance is below average and overall performance is also poor...don't buy this seeing the killer features ,in reality it kills us with all its defects...."
5236,1,"Excellent mobile with the price, camera clarity is good.."
5237,0,"I'm also using Lenovo P1 Turbo and in comparison to the K8 Note the features are are very minimal in the note,sound is pathetic even with Dolby,I'm using a jbl earphones. A part from ram internal memory and camera the note has nothing special like in P1 Turbo.(open for suggestions)"
5238,1,Excellent
5239,0,I feeling disappointing about phone.1) This phone has no default call recording.2) No sellec all options in contact.3) No NFC
5240,0,"Very bad primary 📷 , quality vise is also worst"
5241,0,Waste its dolby is not supporting.. And second camera is only used for depth
5242,0,"Hi,I am totally not satisfied with Lenovos ""K8 Note"" mobile as it is a worst mobile with 4000mah battery which gives poor backup and the phones processing decacore is fake it seems because mobile is heating too much and the Android system not working is a great issue as well as double tap and finger print clearly useless.Will suggest don't buy money waste if anyone purchase"
5243,1,Nice one
5244,1,Good Camera Phone....Good Battery...Value for Money
5245,0,Phone is does not better
5246,0,i change home address to office address but product delivered to home address.
5247,0,Function well but camera quality isn't that much what I expected bcoz it's 13 MP camera. Battery is draining to quickly compared to mi note 4
5248,1,Nice phone bukeh effect is not good but overall good one
5249,0,The performance overall was okay but there was a lot of heating issues. The biggest problem I faced was the poor battery performance. The battery when fully charged didn't last for even 3 hours.
5250,0,I was given a preactivated product for the price of a new one.Along with this very fast battery draining is a major problem.
5251,1,Okay low budget and best future not bad
5252,1,Nice phone. Little bit hitting problem. I loved it
5253,0,Not good
5254,1,Awesome product .Arrived quickly and works well.
5255,0,"Totally worse product.. DO NOT BUY...Most serious problem: Message,Mail,SMS notification lighe is not working. No option to off vibration when other end user pickup the phone No battery % shown in notification bar Battery drain very fast with normal uses."
5256,0,"Overall good product, camera quality is not as expected, but its ok. Lenovo should work on heating problem of the phone.Userfriendy interface. Good battery backup, speaker volume is loud n clear thanks to dolby atmos."
5257,0,"Compass , Gallery options not available.....depth mode of camera very badBattery drain bahut fast hai....."
5258,0,A good phone but horrible in terms of batteryBattery is not as promised no turbochargePoor battery performance and the phone even lags in the beginning itselfBattery drain is pathetic hardly stands a dayWhich is not as promisedCamera not that good woth too less features
5259,0,It doesn't work in 4G Mode. Signal Strength is very week. Not Recommended. Even They are not ready to replace the product.
5260,1,"Awesome phone ,with some added features as compare to previous Lenovo handset as k6 or vibe or Z2 plus ,this phone comes with one back cover which is an added advantage in this price range ."
5261,1,Price to be performance is good
5262,0,"This phone is getting heated very fastly and the battery drains faster than k4 note. And as the ram was 4 gb it should not hang but it hangs while using with more apps. Only one camera working. Lenovo broken the trust as I already used lenovo k4 , vibe and Lenovo phablet but this time I'm disappointed with Lenovo ."
5263,1,Corners little like edge Dolby sound quality is perfect. All features as given in description.
5264,0,It's the best phone in low costOne small thing is it's some how heating while chargeit has borked screen within one month
5265,0,I have received my phone yesterday & when we connect this with charger then got switch off and after remove the charger it will start
5266,1,Nice phone with nice battery life.
5267,0,Not good experience....Phone aaps open aoutomatically .......Flash light open randomly.....Bar menu scrolling down automatically.........Which kind of problem is that.....I don't know...I am customer of amezon.....I think they recognise problem and come with solution....Either phone replacement or repair..
5268,1,Value for money
5269,0,"I am not able to send direct contact through SMS (TEXT MSG) , When I try to send it , it's automatically convert into MMS .NOT GOOD .ONE MORE THING , SCREEN POCKET MODE SAFE OPTION MISSING.COMPARE TO MY EARLIER LENOVO K4 NOTE .NOT FEELING COMFORTABLE TO USE.ITS NOT USER FRIENDLY LIKE LENOVO K4 NOTE."
5270,0,Not a good phone
5271,0,4gb 64 gb Wala phone bhi hang ho rha hai
5272,1,Amazing features....Only one disadvantage call recording not supported
5273,0,"This is 2nd day of getting this mobile and heating is big problem, also this is 4000 mah battery but seems it exhaust soon which as a result heats the mobile, camera quality also not very exciting, not worth as we can get better product in the same price range...."
5274,0,A few very common features missing which is very strange.1. You can't select any tune from your labs as a ringtone.2. It doesn't support VoLTE.3. There is no screen mirroring.4. Phone gets hot after long usage.All these features nowadays are available in lower phones but somehow Lenovo has missed to provide. Any clue why?
5275,0,it is taking too long time in full charge i.e. 4 to 5 hoursits a bad performanceSuresh kumawatBikaner Rajasthan
5276,1,Decent camera good battery backup.
5277,1,Very nice phone
5278,0,"Having multiple issues with the phone, not even customer service of Lenovo is of any help.Phone is having heating issues and Jio is not working."
5279,1,Good performance
5280,0,Nothing use of gorilla glass it's single time drop from your hand definitely broken and if you going to replace the screen the Lenovo authorization service centre ask Rs.8000Mobile cost Rs.12999 but screen replacement cost almost 80% of the new mobile cost and service centre executive also refer you for buy a new oneThink this reason then if want go for itNo huge use of dual cameraDual SIM operation also some issue like 2nd SIM is maximum disconnectedNo new features like a Redmi
5281,1,Best Performance.
5282,0,Issue with charging
5283,0,"This is a terrible product. I'm highly surprised that Lenovo can make a such phone. Received the phone 2 days ago. There is a network problem - it does not show any signal most of the time. When connected with BT to car for audio, the music keeps on hanging. Further, the phone keeps on hanging when multiple applications are in use.Such a waste of money. Recommend no one to buy this inferior product."
5284,0,K8 note has heating issue while charging and moderate use also....4k battery but drained very quickly....
5285,1,Phone is good but low light pictures were not good and average battery life SOT 6-7hours call standby 24 hours.
5286,0,Please don't Buy this Product..!This mobile phone Gets Over Heat after the Software Updated....!? Simply Hanging Often.
5287,0,Ok
5288,0,Weak Wifi hotspot signal. Long delay while trying to call - It takes quite a while to make a connection. Phones gets hot very quickly.
5289,1,amazing mobile and nice features.
5290,0,"Don't buy it if you are going for long battery back up. Comparing to Redmi note 4 it just useless phone. Fully charged it hardly last for 16-18 hours only while Redmi lasts for 36 hours. Also, VOLTE does not work"
5291,1,"Phone is 2 gud, working fine battery backup is upto the marks, no lag , even when game playing."
5292,0,Mobile getting heat for mild usage also camera range also not in expected range.
5293,0,phones goodbut emi it shows 666it is 702+33 rs taxI ended up paying almost 18000Tax is on emi also also tax k upar air taxLike if there is 680 RS emi to there will be tax on itAnd than which they take as interest let say 30rs there is tax on that 30 RS as well we end up paying more 100 bucks than it's actually showSo watch out what they say
5294,1,Good product
5295,0,Useless phone plz don't take it..... It's a LTE phone can't support volte & big network problem
5296,0,Heating problem and press call cut red button touch then call cut in 2-3 secondEar phone missing
5297,1,THANK YOU RATING YOU R ORDER
5298,1,Good product
5299,0,Mobile is heating and battery is not fast charge and draining fast.
5300,1,very bad phone
5301,0,I want my money return
5302,1,In charge time heating. Dual Camera is not working good
5303,0,Useless phone.1. It does not work properly when you are playing music via bluetooth. Sound cracks.2. Mirror casting is not available. You have to use chromecast.3. Overheating problem. Leads to battery drain.4. Dual camera in no good. Normal camera of a similarly priced phone works much better.5. Most of the chargers do not work with this phone.
5304,0,"Maximum time Sim Network problem, it's a big problem, inspite of phone switch on , no incoming calls are coming"
5305,0,I was used more Lenovo mobiles. But this product I am not satisfied the phone volume and ring tones all very low. Why? I am already increase the volume 100% . But still not okay.i am very dissatisfied about this Lenovo k8 .Any remedies are claim anywhere. Please give to me some solution. Thankyou
5306,1,Good phone..But no headphone...
5307,0,Still (7th Oct 17) has some problem with 4G connection. When connected to home wifi calls are not coming. Only when disconnected from wifi n connected to jio4g data it works properly.
5308,0,"The product is quite good, though too early to rate now. But the phone didn't come with an earphone."
5309,1,"Very good phone, go for it."
5310,0,Speaker problem
5311,1,Awesome phone
5312,1,"Just awesome.... Good battery, good sound, awesome performance, just go for it."
5313,1,Awesome mobile touch is super processor awesome turbo charging amazing everything is superb but battery backup is very low
5314,1,Yes it is good and easy to use.
5315,1,Mobile is super but sound quality bad(phone taking)
5316,1,Good
5317,1,Good
5318,1,Good Phone
5319,1,Camera is bad
5320,0,"Sir/Madam,I'm not satisfied with the product at all. Battery Drain is shocking , Heating Issue is there, Screen Brightness is low.After a new product is purchased how come it can have such issues. Extremely dissatisfied with the product.Last time when I purchased the Dell monitor I was very much Happy and satisfied with the product. But this time its complete opposite.In the return section I was asked to download the Application for checking and analysing the problem but shocking it gave ""PASS RESULTS"" which is actually not correct.I request Amazon to return my money and take back the product.Hope Amazon doesn't break the customer and provides fair treatment to the customer"
5321,1,"Ok, So I will be one liner about everthing -- Front camera - Phenomenal, combined with front flash it is even better- Back camera - Could have been better, but still it is fairly good- Faced no heating issues till now- Sound is pretty good- Haven't faced any hang or any RAM issues till now- Looks great, feels good in hand"
5322,1,Good service and nice product. Buy it
5323,1,This is very nice look and features.Amazon service is best..
5324,0,Higher price point
5325,1,Killer mobile
5326,0,"right speaker only work, left speaker is not working. How can I solve"
5327,1,V good mobile
5328,0,Charger problem....Mobile strucking ......heating
5329,0,"Pros..Battery backup is good, turbo charger charges very quickly, finger print scanner is awesome.Cons...Rear camera quality is not good, little bit heavy for one hand users. Takes time to search contacts (sometimes lagging), 4gb ram is not very impressive. Back cover quality is cheap. Have only one speaker which is not so good for music lovers (but in earphones good sound quality) . Heats up during games and long uses on net."
5330,1,Not good
5331,1,Awasam
5332,0,Don't buy a product which battery dies within half a day
5333,0,Totally very bad quality smart phone it is..Very very very bad
5334,0,Like
5335,1,Good phone with this price range.. rear flash could have been better. Battery performance is average
5336,0,"I got his mobile on Oct 5th tried to capture a pic ( Selfie and with back am well ), but strange as it is 13 mp it should have good clarity where it is not upto the mark . The back camera 13 MP . But no clear shot ...images are very blurred."
5337,0,Don't buy this last month buy this on Amazon within 7 days this k8 note getting hang issue and also auto restart so many times I gonna frustrating.
5338,1,Very good my phone
5339,1,Best mobile ever do not view other review
5340,1,in the box there is no headset if it contains let me know
5341,0,Very Poor Performance
5342,0,"Not able to connect hotspot to window 7 pc, otherwise it is fine"
5343,1,Nice phone...no complaints till now..ultimate speed ..
5344,0,Kab tak aayega mobile
5345,1,This phone is very good in performance.Thank u Amazon
5346,0,Phone quality is not good it is getting heat while Charing
5347,1,Good mobile......
5348,1,Vvvvvvvvv good
5349,1,It is a fine machine.
5350,0,heating problemfront camera is goodback camera is averagenormal battery lifebuilt quality is excellentredmi note 4 is better than this lenovo k8
5351,0,"Good phone but it has heating issues just like other Android phones, which is quite common."
5352,0,Phone battery is poorFake terbo charging
5353,0,"Poor Network stabilityBogus Dolby atoms,all time hangs upSlow finger sencor"
5354,0,Apps stop working suddenly..Strucking problem with the mble Don't buy this mobile better to buy another moble
5355,0,"Worst phone. Along with my friend I bought k8 note both are having display problem, heating problem. It will get heat like any thing. Plz ignore buying this phone."
5356,0,Heating issues while charging....
5357,0,"No Headphones, Heating Problem.... Very Disappointed....."
5358,1,Great product in this segment
5359,0,I want invoice for the product purchased
5360,0,It's hitting.1 d battery.
5361,0,Not as per expectations. I purchased this device for gaming. Worst gaming experience. Phone gets heat n game lags.
5362,0,"Only internal memory & 4gb ram is ok for this product. Video player and gallery not given inbuilt.you have to download app for this. Rear double Camera not good as described. Compare to Keno vibe k4 note,this product has only one benefit & that is 64gb internal memory & 4gb ram."
5363,1,Good
5364,1,Performance of the phone is quite good..Battery backup is really nice...Turbo charging is really good..camera quality could be better but still it is very nice..Front flash light...Most important is no more hybrid slots....It has dedicated slot for sim and memory card...Excellent 4 gb ram and 64 gb rom...Working perfectly till now....
5365,0,"Lot of heating issues, battery drains in 1hour of usage, the phone goes dead completely now and then, hardly a year since i bought this phone, trying to claim for the warranty."
5366,1,"Perfect mobile at this price, the performance is better than expected. Lone flop side is the battery."
5367,0,"Over heating problem, after 2 months of usage now it's quick chargring is not running properly also battery become damaged sometimes at night it automatically become switched off even it have 50% of battery but after switching it on, it will show 1% charge"
5368,1,Yes I am satisfied
5369,1,great product
5370,0,"Looks good,but battery performance is poor. Rapid battery draining.100 percentage to 20 percentage in an hour."
5371,0,the speaker quality is not upto expected as it has dolby atmos sound system.my skullcandy earphones are not detecting bass in earphones..ie. its 3.5 mm jack is not right.morover the depth effect in camera is so poor that it hardly makes any difference of having dual camera in this phone.
5372,0,"phone is good but battery backup is bad , i faces hanging problem to this phone"
5373,0,"Battery heating too much and very low battery backup.Even though 10 Deca core, no use hungs like snail movement while playing games.I have updated os to latest, still no bugs fixed."
5374,0,"I got a bad cell phone, it have some problems, like brightness problem and hanging problem and mainly it charging very slowly, overall it is not good, i have cheated from Amazon"
5375,0,"It is a Worst Product , I Use Leoavo K4 Note so i am very excited about this product . but now i brought Lenovo K8 Note , K4 Note is more better Feature , Sound Quality more batter & More is batter than K8 Note , so i am so upset buying this product, smart answer option is not available in this model , 2side speaker not available like Lenovo k4 note but it is a updated version k8 note"
5376,0,esse achha to aap 5000 ka koi phone le loghatiya phone
5377,1,Good
5378,1,Very nice A grade quality smartphone at just a low price.
5379,0,Battery drain very fast when screen is idle.It doesn't seem like it is Killer with 4000mah battery.Even Turbo charging is not performing well.I don't know how Lenovo has launched this product with this issues.Rest of the features are Good.
5380,1,Nice
5381,0,cast screen bilkul kam nhi krta h
5382,1,In this amount good phone
5383,1,"Simply I love this product. The on screen key pad is flickering after I text a msg. Need to check this, otherwise I'll go with a 5 star."
5384,1,Nice phone with all the new features. Camera qaulity is good. Display is good. A worth buying product.
5385,0,very bad product
5386,0,The battery quality is worst than even intex charger is not properly working
5387,0,"Hello team, my Jio sum is getting 0 signal in both the sim slots whereas with my k4 note the signal is quite good... Please help...!!!"
5388,1,Under 14000rs best mobile in the world....
5389,1,Good product and quick service.
5390,0,Battery starts draining fast after a month's time
5391,0,average
5392,0,Very sory to say that updated with normal application not supplied
5393,0,Battery performance is average.only 3-4 day battery performance is awesome but now battery is low in full speed.Cool mobileLooks beautiful..Amazon service is so good
5394,0,Bad in processorsFake dual cameraSlow chargingNot enough space on RAM
5395,1,Back camera is not good..
5396,0,Cheap quality . Poor signal reception . Zero .
5397,1,Well great to have this Lenovo K8 grt product grt camera.. Sound is good... Looks classy in hands
5398,0,It's not a good mobile. It has many issue. Customer are being cheated by heavy lump sum amount. It's not a ratable even satisfactory.
5399,0,"i really enjoying this phone best fetures, good bettery performance, Camara wants some inprovement, best things that special tray for SD card"
5400,0,I did not ga any ear phones....phone is heating in short time
5401,1,Excellent n slim phone
5402,0,good
5403,1,Good product
5404,1,Good
5405,1,very good product worthy got it 11k an 1200 cashback
5406,1,Superb mobile
5407,0,Ulta hai
5408,0,this phone comes with lots of probleam and i am buy this phone only features for dual camera but i am not satisfied of this phone because secondary camera are not work in depth mode and clear photos as low light i hope the secondary camera is not any work here?My suggestion lenovo improve ur quality and features.There is nothing like what you are getting on the phone's features if you are taking dual camera for a bad phone
5409,0,MAJOR PROBLEM IS PHONE CHARGING....EVERY 12 HOURS IT REQUIRED CHARGINGPHOTOS ARE ALSO NOT UPTO THE MARK..
5410,0,Normal
5411,0,Device was delivered to me on 16th sept and with in a span of one week it had issue of restarting again and again while in usage (in idle too). Approached the service center with the same... they took 4 days of time and returned me back saying there wont be further issues but in less than two days of their service mobile started behaving the same... still the mobile is in service center....Finally my suggestion...Before making a decision of buying a Motorola / lenovo mobile please visit their service center near by. By seeing the number of people carrying their new mobiles.. you can come to conclusion that its waste of money first then waste of time approaching them.
5412,0,Dont know why the companies still using Mediatek thoug it makes a lot of issues?I decided not to buy Mediatek empowered mobiles
5413,1,Excellent mobile I love it
5414,0,Not value for money. Overheating everytime. Better to go for Samsung in this price range.
5415,1,Mobile phone is excellent to use
5416,0,Heating problem
5417,0,"Product is good, didn't receive headset in box."
5418,1,"Its very good product , Im too happy to have this product , Amazon is grt"
5419,0,Camera disappointed me a lot.
5420,0,Dull camera
5421,1,Super
5422,0,"Very awful phone .Though it has 4000 mah battery , the battery drains very very quick and also very slow charging .It says that it had a turbo charger but it is very very slow . It also gets lag often."
5423,0,It is getting very heat up when you are using
5424,0,Dosti ye phone mat Lene kyoki bahut heating hota hai
5425,1,Product was good.
5426,1,Camera quality is not good enough. Nice processor. Solid metal body is good. Warms quickly.
5427,0,"Disgusting phone...Many features are missing like screen cast, ultimate saver mode, scheduled start and stop, contacts are not getting saved...Don't but this phone, this is one worst product from lenovo"
5428,1,Lovely phone but camera performance low
5429,1,Mobile is amazing only one draw back heating problem. Send a Invoice copy
5430,1,Good phone
5431,1,super moblie
5432,1,Very nice product
5433,0,Worst battery backup
5434,0,It's exactly one month since I bought this product Lenovo k8 phone..overall it's good.. but facing heating issues and slow battery charging 😐
5435,1,Runs very hot. Else is fine
5436,0,"Cameras quality is average, need to satible the cameras, notification light bug is their, need backlight in bottons. Double tap on screen not working good, heavy heating on out doors, warm indoors, need os updates soon, network problem is also their."
5437,1,"Some what good , camera must improve... And battery backup is not as expected"
5438,0,Camera is not so good
5439,1,Nice product
5440,0,"My sincere suggestion is plz dnt buy dis phn, although im using dis mobile from 2 months nd i was using previously lenovo k 4 is btr than dis.It cause heating prblm no battery backup first one month it was very gud nw its showing prblm like hanging nd automatically.Im nt knwing y dis phn vll automatically vll gt restart by its own ?????Plz if u dnt believe my suggestion its waste fa u caz im facing d prblmPls buy am other mobileIf v switch off dis mobile it vll take more than 3/4 mins to start again.Even its ram was 4gb it vll behave like 3gb ram processor was Deca-core its waste plz plz my suggestion is clear if u understand my prblmIf it vll help other means i vll b very thankful do dem"
5441,0,I received this product seal open and it seems to be used..main thing a used back cover already in the box and its attached with the mobile.some scratchees in the back side of the mobile and the back case also.please do something with the sendor..if u can please replace my mobile.
5442,0,I have been using this phone from 5 days and phone is performing nice . But I mazor problem I have been facing in this mobile is that it is getting heat up even I am using hike and WhatsApp I haven't installed any game . Even though it is heating too much . I don't know what to do know .
5443,0,This phone is good but some time phone is hang
5444,1,Yes it was great.
5445,0,"Received the phone but having and issue with screen power on off button, it works after multiple attempt... Had a call with customer care and going to run the diagnostic test for problem, I would need a replacement since this seems to be an hardware issue."
5446,0,Battery backup is very poor & over heating during short of time.
5447,1,Rear camera quality need to be improved according to specifications.
5448,0,"Indian mobile sector is dominate by two kind of manufacturer, one who are capable of big marketing budget and another who offers mobile at cheap price. Lenovo is known for feature rich phone. Lenovo note is its one of the most popular phone lineup. Let's see what phone has to offer in therms of quality and performance and what are its shortcomings.ProsIt is dual sim volte 4g phone which means it will work with almost every telecom service provider.Full Metal body. In this price range very few brands are offering full metal body.Comes in two variants 3GB of RAM and 32GB 4GB RAM and 64GB GB. Both variants has enough ram and storage space. 4GB version offers best value for money.Note K8 note is using Mediatake Hellios x23 Deca Core Soc Processor this processor is very capable and its performance rivals with Snapdragon Soc.It is one the cheapest phone with dual camera with phase detect. The primary sensor is 13mp while secondary is 5mp. The camera is coupled with fast lens.Front camera is 13 mp With moderately fast lens. Both front camera and back camera has flash and they both perform well. Video and photo has enough details.Just like previous models, K8 note also has standard 5.5 inch full hd display. Screen is bright and has ample contrast.Now K8 note is using latest stock android. Stock android tends to be more responsive than modified version and has less bloatware.It has 4,000mAh battery with turbo charge support.It is water resistant.For music lovers it have dedicated music key.Audio is very clean and Supports dolby sound enhancement.Has home button and back button.Supports wifi ac band.It has dedicated card slot.Support USB On Go.Cons:-Comes without earphones.Sim and SD Insert and Remove Mechanism Needs a pin to insert or remove sim or sd card.No NFC present.No infrared support.Slow camera lens which leads to bad low light performance.Does not have either usb 3.0 or usb c.Even though processor itself support 4k video phone does not support it.Does not have enough service center. Service after sales is not adequate.Battery performance is similar to Moto G5s. Battery performance depends on background application, temprature, brigtness and usages pattern.Charging time approximately 2 hours with stock charger.Web Browsing wifi and mobile data 10 hours.Only calling nothing else 20 hours.Video Playback 14 Hrs.Verdict.K6 note is a feature rich phone which follows the foot print of older device. It would be perfect device it it had 4K and dust resistant support. Nonetheless it is very competitive decide and I do recommend this phone as this phone has almost everything which will sufficient for most users. If you are looking to buy this phone I will recommend 4GB version as it offers best value for money.I hope that my review helped you. If you have any other question fell free to comment below or message me directly. I will be glad to assist you and answer all your queries."
5449,0,"Very worst phone as promotion shows that beat the mi note 4 . camera very poor , sound quality very bad . Buy this phone only waste your money"
5450,1,great deal in 12K
5451,0,I didn't get expected camera and screen mirroring option is their or not every thing is ok except this two options
5452,0,Nice
5453,1,So good product
5454,0,3rd class product from lenovo.... Uoper camera not working. Its give only for look. There is no upper camera...its only have one functional camera. Another is only for showoff
5455,0,"This device deserves a four star and has all the potential to be the killer IF ONLY lenovo could roll out a software update soon.. with mi a1 in the market with Android One there is no way lenovo could chiken out on these bug fixes...Though the performance is fast and fluid, battery bugs relating to phone idle, mild heating issues, non functional dual camera( is it just a gimmick dear lenovo?? you couldn't use the two sensors to deliver a real bokeh?? its just masking now) let me down... FIX IT WITH A SOFTWARE UPDATE LENOVO.. GONE ARE THE SPEC GAMES.. WE NEED UPDATES NOW"
5456,1,Best phone on this price range.
5457,1,Nice mobile.only depth mode little problem.Best mobile
5458,1,"A good phone having all features battery,camera, screen,touch,memory fabulus don't go with negative review for battery it's hot during charging but not an issue coz metal body"
5459,0,It met my expectations..bt..camera is not good..i wish i waited for the K8 note plus version..to get very sharp images.
5460,0,worst mobile ever! heating issue! it's turn life heat producing mechine when we use it! no other simple words to say
5461,0,Worst phone ever bought... network vanishes repeatedly after short intervals in a day...shows cross on network signal very often have to restart... sending back
5462,0,"its not working properly , screen working with work, speeker now work. hang problem and eyephone not concted"
5463,0,There is absolutely no use of 2nd camera and the phone has become even worst after Oreo update.lenovo doesn't cares much about your phone.so go for other phones like Redmi or others.Don't buy this phone
5464,1,The best phone out of Lenovo stable with a beautiful camera. It shoots in slow mo as well. Videos come out beautiful. Casting isn't there somwhow... Expected in next update to Oreo. Else phone is a breeze... Go for it. Better than me and honor 9 lite.Dual camera at the back and selfies are better than latest mi... I used to love mi selfies but Lenovo turned it around...I had a k5 note earlier... K8 note has better gui and smooth operation...Forget vivo and oppo as well... The best in the class with a gorilla glass!!!
5465,1,I use this from 2 months. All most phone performance is good. Also good for gaming. No hanging problem. There is only 1 problem in Dolby atom. But in this price phone is too good. Bad thing is that in box u can get only phone and charger nothing else.
5466,0,"Very bad phone. Don't buy it.! It's battery life is so poor, not good phone at all"
5467,1,One of the speaker is not working
5468,0,Heating Issue.Not possible to go service center and wait for whole day for such issue.and it cost me to go near metro city like nagpur waist of money
5469,0,Worst phone I have ever seen.. phone is heating like a hell.. for 3-4 months it will be ok.. after that the battery drains fastly but it will take too much time to complete the charging.. there will be connectivity issues also occur.. totally disappointed with this product..
5470,0,Battery is not up to the mark 50 % battery in just 5 hours with minimum internet usage
5471,0,Don't buy this phone
5472,0,Don't Purchase everybody very very waste phone
5473,0,"It is barely a month old, and it has already started troubling. It is in full volume and yet I cannot hear without using the speaker option. I have tried adjusting the volume as well as restarting the instrument, but no use. The battery also drains out very fast. I am clueless. Now what should I do? Please suggest and support. I don't think I can rate this product for now."
5474,0,"This phone is not good...camera, Battery is not good..."
5475,1,Need invoice
5476,1,Mobile is super but Bill not coming
5477,1,Best for it's price
5478,1,Awsm phone.bt slow mo mood picture quality is not good
5479,0,Cast is not sporting with smart tv
5480,0,Worst ProductNo screen cast in this phone.Bluetooth connectivity problem with Samsung ear phone.Battery drain very fast.Rear camera (13+5) is very worst
5481,0,Got the product in time on 4 th of October but on 5 th Nov it stopped working.it is very pathetic.now what to do.can it be replaced or returned? Very poor quality.
5482,0,Phone is good only blue tooth doesn't work up to the standard and have lots problem in connection with devises even though it get connected...songs doesn't play....camera quality is poor for indoor.
5483,1,Osm phone
5484,1,"Good phone at reasonable price. No lags or heating issues. Battery power stays for about a day with full usage. Camera quality is good but not for professional photography, although it has pro mode."
5485,1,nice
5486,0,Turbo charger stopped working after 10 days of purchase. Its horrible experience because Amazon will not replace the order after 10 days.Now I have to chase lenovo customer care team for new charger. It's pathetic. Lenovo team why you guys not test your products properly before launching to market.
5487,1,Nice looks and amazing net processing
5488,0,Purchased on 21 August and on 20 September it's got Formats automatically without my permission and erased all my data in phones and external SD card which have very important photos and videos. I'm in shocked that how it's happened. I was just opening my lock to use my phone then a message appear on screen that phone is reseting... And I can't do anything to stop it because no buttons were working. And can't remove the battery to stop it... Lenovo answer me who is responsible for it..? I want my data back..
5489,0,Out door photography in sun light is very good.Indor photo are very low quality..Speaker phone was not clear..High heeting issue.. sim card tray is very bad quality... Return the phone next day..
5490,1,Awesome Smartphone. Everything thing is up to the mark.
5491,0,SABSE BEKAR PHONE.
5492,1,Good.
5493,0,My lenovo k8 note left side sound speaker can not heare. it is no sound. I want to replace this phone immediately
5494,0,"Mobile switch off even 50% , Network issue & heating problem"
5495,0,Battery charging time taking above 9 hours
5496,1,Good Mobile worth it.
5497,0,"Lenovo K8 note isn't upto the mark,it is way behind what it promise to be.Lenovo please improve it."
5498,1,I like this phone amazing...
5499,1,Superb mobile......
5500,0,Best smartphone by lenovo. It capture very good images. Only heating problem 🔥🔥🔥🔥🔥🔥.
5501,1,It is working fine except battery somehow fast charging minimize this factor but it feels that it is issue but everything else is absolutely ok
5502,0,"Phone is working smooth and every specifications listed in description are correct and available in the deviceOnly one speaker is embedded, I don't know why every phone provides that another blank space of nothing.Bought on 4th October and package reached on 5th October so the delivery is fine and packaging was good.But on 7th October the charging adapter got short from inside, not working obviously, looking forward to replace it from the service centre.I will prefer this smartphone because its providing 2 rear camera for depth effect, but not that much good, at this price rangeIt is truely a turning point of budget smartphones specifications adding 2 rear cameras in their list."
5503,1,good .
5504,1,well
5505,1,"Best mobile in this price range Rs 10999.Fastest free delivery got next day after orderedusing more than 1 week, small heating problem, charged in 1hr 30min for 0-100% and all day battery even if internet is ON,Can used only one 4G sim at a time that 1st slot,Good camera but bokeh effect has some issue camera doesn't understand the edges of object it also get blur. Overall its really killer smartphone as lenovo says. Thanks Amazon and lenovo!!"
5506,1,Value for money
5507,0,Product is good .But the battery performance is very poor not according to 4000 mah
5508,0,"After new system update too many problems arise. It heats up too much, charging is very slow, in 2 hours it charged up only 15 to 20%, battery drianing very fast. Any one suggest me what can I do."
5509,1,Best phone in this price
5510,0,Over heating. Updates doesn't make any difference. Shortcut touches are not available like k5note has
5511,0,"Phone is getting hang again and again, feeling regret and west of money. Only purchased looking lenovo brand name."
5512,0,Failure mobil
5513,1,Lenovo k8 not is very powerful device .and look nice one budget phone . Use in any condition .Nice packing fast shipping
5514,1,Very nice budget phone but casting/screening mirroring is not working and today this function is a need so please fix it.
5515,0,LED notification is not working properly. Bad product received
5516,0,"It is having network issues, battery heating and drain battery faster"
5517,0,Very bed I returned
