row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category
10620,5127,negative,0,negative,cemra is not good,PHONE
10621,5127,negative,0,negative,not battery backup,PHONE
10622,5127,negative,0,negative,Hitting problems,PHONE
10623,5128,negative,0,negative,2week after problem death mobile,PHONE
10624,5128,negative,0,negative,pls its don't buy lenovo k8 note.,GENERAL_FEEDBACK
10625,5129,positive,1,positive,Very nice and very cool stunning looking,PHONE
10628,5130,positive,1,positive,Good battery lfe,PHONE
10629,5130,positive,1,positive,Unbeatable performance,PHONE
10626,5130,positive,1,positive,Good looks,PHONE
10627,5130,positive,1,positive,Worth buying,GENERAL_FEEDBACK
10630,5131,negative,0,negative,Too poor quality phone,GENERAL_FEEDBACK
10631,5132,negative,0,negative,Pour,GENERAL_FEEDBACK
10632,5133,negative,0,negative,It's getting heated up very soon,PHONE
10633,5133,negative,0,negative,the pics doesn't have clarity,PHONE
10634,5133,negative,0,negative,my phn is hanging many times,PHONE
10636,5134,negative,0,positive,Good,GENERAL_FEEDBACK
10635,5134,negative,0,negative,left side speaker is not working,PHONE
10637,5135,negative,0,negative,Bad,GENERAL_FEEDBACK
10643,5136,positive,1,negative,Dual sim set up feature is rubbish.,PHONE
10638,5136,positive,1,positive,Battery back up is satisfactory.,PHONE
10639,5136,positive,1,positive,Turbo charging is a plus.,PHONE
10640,5136,positive,1,negative,Facing issues with jio sim intermittently.,PHONE
10641,5136,positive,1,positive,Looks good! Gorilla glass very much adds to the class.,PHONE
10642,5136,positive,1,positive,Dolby makes a lot of difference in audio quality.,PHONE
10644,5136,positive,1,negative,Call recording feature is missing.,PHONE
10645,5137,negative,0,negative,the product not the water resistant,PHONE
10646,5138,negative,0,negative,Bad qualities,GENERAL_FEEDBACK
10647,5139,positive,1,positive,Good product,GENERAL_FEEDBACK
10648,5140,negative,1,positive,"Camera, sound, picture, display qualities are very nice.",PHONE
10649,5140,negative,1,negative,4000 mah Battery in this phone does not long last even for a single day.,PHONE
10650,5140,negative,1,negative,it has heating problem when net connection is 'on'.,PHONE
10651,5141,negative,0,negative,Worst pic in low light,PHONE
10652,5141,negative,0,negative,depth mode is like a joke,PHONE
10654,5142,negative,0,negative,AMAZON representatives dont even care..,INFRASTRUCTURE
10653,5142,negative,0,negative,"Speaker Not working, defective model",PHONE
10655,5143,negative,0,positive,Overall features of phone are good.,GENERAL_FEEDBACK
10656,5143,negative,0,positive,Camera is soo good,PHONE
10657,5143,negative,0,negative,the worest thing is battery 🔋,PHONE
10658,5144,negative,0,negative,battery no run more then 8 hour,PHONE
10659,5144,negative,0,negative,Very poor response of this mobile,GENERAL_FEEDBACK
10660,5144,negative,0,negative,over heating problem occurs any time,PHONE
10661,5145,positive,1,positive,good,GENERAL_FEEDBACK
10665,5146,negative,0,positive,Mobile look is Good,PHONE
10664,5146,negative,0,negative,Mobile very heat,PHONE
10666,5146,negative,0,negative,charging complaint,PHONE
10662,5146,negative,0,negative,Headset not received,INFRASTRUCTURE
10663,5146,negative,0,negative,Camera clearty low,PHONE
10667,5147,negative,0,negative,Price dropped ₹2000 after 5 days when I bought.,INFRASTRUCTURE
10668,5147,negative,0,negative,There's heating issues.,PHONE
10669,5147,negative,0,negative,Camera is also not that good.,PHONE
10670,5147,negative,0,negative,Depth mode looks like editing done in Picasa.,PHONE
10671,5147,negative,0,negative,"My advice will be to go for Nokia 6, I wish I had bought Nokia.",GENERAL_FEEDBACK
10676,5148,negative,0,negative,major heating issue.,PHONE
10675,5148,negative,0,positive,"Design perfect, functionality perfect.",PHONE
10673,5148,negative,0,negative,Camera is also not that great.,PHONE
10672,5148,negative,0,negative,normal 3.5mm jack head phones are not compatible with this phone jack.,PHONE
10674,5148,negative,0,negative,Very worst product.,GENERAL_FEEDBACK
10677,5149,negative,0,positive,Phone is good till now,GENERAL_FEEDBACK
10678,5149,negative,0,negative,battery doesn't goes up to the mark.,PHONE
10679,5149,negative,0,negative,it's not 5.5inches it's 4.65..,PHONE
10680,5149,negative,0,negative,it says helio x23 but in it it's x20 it's a type of fraud.,INFRASTRUCTURE
10681,5150,positive,0,positive,"Overall Gud phone for 14,000",GENERAL_FEEDBACK
10682,5150,positive,0,positive,Gud Camera and Sound Quality,PHONE
10684,5151,negative,0,negative,battery very problem,PHONE
10683,5151,negative,0,negative,very heating mobile,PHONE
10685,5152,negative,0,negative,on amazon replacement policy is very not good,INFRASTRUCTURE
10686,5152,negative,0,negative,left speaker of this phone is not working,PHONE
10687,5153,positive,1,positive,good battery 🔋 sustainability,PHONE
10688,5153,positive,1,positive,all apps are working,PHONE
10689,5154,negative,0,negative,waste mobile poor futurea,GENERAL_FEEDBACK
10690,5155,negative,0,negative,Display gone,PHONE
10691,5156,positive,1,negative,"I expected that ear phones given to it , but not given",INFRASTRUCTURE
10692,5156,positive,1,positive,However this worth of that price.,GENERAL_FEEDBACK
10694,5157,positive,1,positive,good camera,PHONE
10696,5157,positive,1,negative,device feels little more weight,PHONE
10693,5157,positive,1,positive,best build quality,PHONE
10695,5157,positive,1,positive,decent battery life,PHONE
10697,5158,negative,0,negative,Rear second camera is a waste.,PHONE
10698,5158,negative,0,negative,So many useful things are missing compared to K5 note,GENERAL_FEEDBACK
10699,5159,positive,1,positive,good mobile,GENERAL_FEEDBACK
10700,5160,negative,0,negative,The phone becomes very warm/hot frequently.,PHONE
10701,5161,negative,0,negative,it gets heated,PHONE
10702,5161,negative,0,negative,amazon policy doesn't allow to return,INFRASTRUCTURE
10706,5162,positive,1,positive,it has Dolby Atmos system for music lovers,PHONE
10705,5162,positive,1,negative,depth enable mode at the back expected to improve,PHONE
10707,5162,positive,1,positive,One major advantage of this phone is water repellent,PHONE
10703,5162,positive,1,positive,Amazing Gadget in the price range.,GENERAL_FEEDBACK
10704,5162,positive,1,positive,front camera looks very impressive,PHONE
10708,5163,positive,0,positive,Good product within the budget,GENERAL_FEEDBACK
10709,5164,positive,1,positive,Good phone,GENERAL_FEEDBACK
10710,5165,positive,0,positive,"It is budget phone, so do not expect more",GENERAL_FEEDBACK
10711,5165,positive,0,negative,camera quality is average,PHONE
10712,5166,negative,0,negative,one of the speakers is not working.,PHONE
10713,5166,negative,0,negative,Performance is not good.,PHONE
10714,5167,negative,0,negative,To much heating prblm,PHONE
10717,5168,negative,0,negative,no features.limited option,PHONE
10715,5168,negative,0,negative,No battry backup,PHONE
10716,5168,negative,0,negative,no performance good,PHONE
10718,5169,positive,1,positive,"If you use it carefully, it works fine.",GENERAL_FEEDBACK
10719,5170,negative,0,negative,"lot of basic apps like Gallery, Automatic call Recorder,Contact manager etc missing from the mobile.",PHONE
10720,5171,positive,1,positive,Excellant,GENERAL_FEEDBACK
10721,5172,negative,0,negative,Battery not good,PHONE
10723,5173,negative,0,negative,Lenovo service support is pathetic,INFRASTRUCTURE
10722,5173,negative,0,negative,it explode not while charging or so but while kept in a pocket,PHONE
10724,5174,positive,1,positive,Good phone... Value for money...,GENERAL_FEEDBACK
10725,5175,negative,0,negative,Cemara is not good in lie light,PHONE
10726,5176,positive,1,positive,This is the best one from Lenovo,GENERAL_FEEDBACK
10727,5177,positive,1,positive,good,GENERAL_FEEDBACK
10728,5178,negative,1,negative,Battery drained so much after update to Oreo.,PHONE
10729,5179,positive,1,positive,meets all expectations especially camera,PHONE
10730,5180,positive,1,positive,Very good very nice Ienova product,GENERAL_FEEDBACK
10731,5181,positive,1,positive,Full paisa wasool display with gorilla glass,PHONE
10732,5181,positive,1,positive,Full paisa wasool processor,PHONE
10733,5181,positive,1,positive,Full paisa wasool camera,PHONE
10734,5181,positive,1,positive,Full paisa wasool price.,GENERAL_FEEDBACK
10735,5182,positive,1,positive,"Good features, worth buying",GENERAL_FEEDBACK
10736,5183,positive,1,positive,According to budget it is the best phone.,GENERAL_FEEDBACK
10737,5183,positive,1,positive,Running great.,GENERAL_FEEDBACK
10738,5183,positive,1,positive,It has 64 gb internal space and 4gb ram,PHONE
10739,5184,positive,1,positive,Phone is pretty good as was expecting,GENERAL_FEEDBACK
10740,5184,positive,1,negative,the camera was not as good as was thinking of it with dual cameras on rear ones,PHONE
10741,5185,negative,0,negative,Heating issue,PHONE
10742,5185,negative,0,negative,battery drain to fast,PHONE
10743,5186,negative,0,negative,lack of so many functions that otherwise are present in the other phones at the same price range.,PHONE
10744,5186,negative,0,negative,Complete waste of money.,GENERAL_FEEDBACK
10745,5187,positive,1,positive,Very nice product.,GENERAL_FEEDBACK
10746,5188,positive,1,positive,love the phone.,GENERAL_FEEDBACK
10747,5189,positive,1,negative,Camera is the only thing which is not as much as expected.,PHONE
10748,5189,positive,1,positive,Except that it is a killer phone.,GENERAL_FEEDBACK
10749,5190,positive,0,negative,Camera and battery issue is there,PHONE
10750,5191,positive,1,negative,Average camera..,PHONE
10751,5191,positive,1,positive,otherwise nice phone.. good performance.,PHONE
10752,5192,negative,0,negative,key board slow and not work properly,PHONE
10753,5192,negative,0,negative,often it hang,PHONE
10755,5193,negative,0,negative,Poor Camera,PHONE
10756,5193,negative,0,negative,it heats quicker than my gas stove,PHONE
10754,5193,negative,0,negative,poor sound,PHONE
10757,5194,negative,0,negative,no service found from amozon,INFRASTRUCTURE
10758,5194,negative,0,negative,camera quality is very bad,PHONE
10759,5194,negative,0,negative,Network issue...calls disconnected automatically,PHONE
10760,5195,positive,1,positive,Awesome touch,PHONE
10761,5196,positive,1,positive,All things is very good,GENERAL_FEEDBACK
10762,5196,positive,1,negative,camera and dolby sound system on average,PHONE
10763,5196,positive,1,negative,dolby sound system indicator not working,PHONE
10764,5197,positive,1,positive,Awesome..,GENERAL_FEEDBACK
10765,5198,negative,0,negative,Not for jio... U need the volte app for callimg and receiving calls.,PHONE
10766,5199,negative,0,negative,Performance is slow,PHONE
10767,5200,negative,1,negative,backup 6 hour,PHONE
10768,5200,negative,1,negative,Charging time 2 hours,PHONE
10769,5200,negative,1,negative,Battery % not indicate,PHONE
10770,5200,negative,1,negative,Camera quality avg,PHONE
10771,5201,positive,1,positive,full Paisa wasool.,GENERAL_FEEDBACK
10772,5201,positive,1,positive,Very good looking and elegant,PHONE
10773,5202,positive,1,positive,good camera quality,PHONE
10774,5202,positive,1,positive,Nice product,GENERAL_FEEDBACK
10776,5203,positive,1,positive,no hanging problem,PHONE
10775,5203,positive,1,positive,phone look camera charging all superb,PHONE
10777,5204,positive,1,positive,Good one,GENERAL_FEEDBACK
10778,5205,positive,1,positive,Good mobile,GENERAL_FEEDBACK
10779,5206,positive,1,positive,Best phone.,GENERAL_FEEDBACK
10780,5207,positive,1,positive,A phone that is totally worth my money...,GENERAL_FEEDBACK
10781,5208,positive,1,positive,Perfect Stuff!,GENERAL_FEEDBACK
10782,5209,positive,1,positive,Gr8 phone...,GENERAL_FEEDBACK
10783,5210,negative,0,negative,Network issue,PHONE
10785,5211,positive,1,positive,good performance,PHONE
10784,5211,positive,1,positive,Fine product with this price,GENERAL_FEEDBACK
10788,5212,positive,1,positive,CHARGING FAST,PHONE
10789,5212,positive,1,positive,GAMING SMOOTH,PHONE
10786,5212,positive,1,positive,CAMERA IS TOO GOOD,PHONE
10787,5212,positive,1,negative,BATTERY BACKUP BAD,PHONE
10790,5213,negative,0,negative,Not working Bluetooth,PHONE
10791,5213,negative,0,negative,hit mobile,GENERAL_FEEDBACK
10792,5214,positive,1,negative,Dolby Atmos sound okay only.,PHONE
10793,5214,positive,1,positive,"It is so good to use, picture quality is nice",PHONE
10794,5215,positive,1,positive,Awesome,GENERAL_FEEDBACK
10795,5216,negative,0,negative,difference colour of image than a original image.,PHONE
10796,5216,negative,0,negative,the screen have become heat(warm).,PHONE
10800,5217,negative,0,negative,"Battery is draining, dead so fast within 5hrs.",PHONE
10799,5217,negative,0,negative,Waste of money.,GENERAL_FEEDBACK
10797,5217,negative,0,negative,"Product is too much heating while charging its like iron,horrible.",PHONE
10798,5217,negative,0,negative,Too much heat/temperature is generating while talking over phone.,PHONE
10801,5218,positive,1,positive,Nice. Product,GENERAL_FEEDBACK
10802,5219,negative,0,negative,Bettery backup is so bad,PHONE
10803,5219,negative,0,negative,too much heating.,PHONE
10804,5220,positive,1,positive,Nice & safe delivery,INFRASTRUCTURE
10805,5221,positive,1,positive,Good product.,GENERAL_FEEDBACK
10808,5222,negative,0,negative,Its put on charge around 2 hrs for around 30%,PHONE
10806,5222,negative,0,negative,its heating frequently with in first 15 min,PHONE
10807,5222,negative,0,negative,this phone have a dash charging According to paper but it's not like that,PHONE
10809,5223,positive,1,positive,Amazing phone with amazing features,GENERAL_FEEDBACK
10810,5224,negative,0,negative,dual camera is not upto the mark.,PHONE
10811,5224,negative,0,negative,sound quality lower than mi note 4.,PHONE
10812,5224,negative,0,negative,camera pic couldn't store in sd card (set was hang those time).,PHONE
10813,5225,positive,1,positive,Cam. Is awsm.,PHONE
10814,5225,positive,1,positive,Processer is best.,PHONE
10815,5226,positive,1,positive,It is excellent.,GENERAL_FEEDBACK
10816,5227,negative,0,negative,this is hanging after 6 months of usage,PHONE
10817,5227,negative,0,negative,Device Heating up frequently .,PHONE
10818,5228,positive,1,positive,Good,GENERAL_FEEDBACK
10819,5229,negative,0,negative,Back dual camera not working only one work,PHONE
10820,5229,negative,0,negative,not enclueds headphone,PHONE
10821,5230,positive,1,positive,Very good budget phone,GENERAL_FEEDBACK
10822,5231,negative,0,negative,"Network signal is not detecting, after i update the software.",PHONE
10823,5232,positive,1,positive,Mast phone.,GENERAL_FEEDBACK
10824,5233,negative,0,negative,Worst mobile,GENERAL_FEEDBACK
10825,5233,negative,0,negative,it is heating...It will use for cooking egg amlets...,PHONE
10827,5234,negative,0,negative,No use to take this phone,GENERAL_FEEDBACK
10826,5234,negative,0,negative,Amazon not given any exchange for MI,INFRASTRUCTURE
10828,5235,negative,0,negative,does not charge not less than 8 hours for 0 to 100,PHONE
10829,5235,negative,0,negative,it drains fast and could not even last for 10 to 12 hours,PHONE
10830,5235,negative,0,negative,Camera performance is below average,PHONE
10831,5235,negative,0,negative,overall performance is also poor,PHONE
10832,5235,negative,0,negative,the battery is the worst,PHONE
10833,5236,positive,1,positive,camera clarity is good,PHONE
10834,5236,positive,1,positive,Excellent mobile with the price,GENERAL_FEEDBACK
10836,5237,negative,0,negative,the note has nothing special,GENERAL_FEEDBACK
10837,5237,negative,0,negative,sound is pathetic even with Dolby,PHONE
10835,5237,negative,0,negative,the features are are very minimal in the note,PHONE
10838,5238,positive,1,positive,Excellent,GENERAL_FEEDBACK
10839,5239,negative,0,negative,This phone has no default call recording.,PHONE
10840,5239,negative,0,negative,No sellec all options in contact.,PHONE
10841,5239,negative,0,negative,No NFC,PHONE
10842,5240,negative,0,negative,Very bad primary 📷,PHONE
10843,5240,negative,0,negative,quality vise is also worst,GENERAL_FEEDBACK
10844,5241,negative,0,negative,its dolby is not supporting,PHONE
10845,5241,negative,0,negative,second camera is only used for depth,PHONE
10848,5242,negative,0,negative,double tap and finger print clearly useless.,PHONE
10849,5242,negative,0,negative,the Android system not working is a great issue,PHONE
10847,5242,negative,0,negative,4000mah battery which gives poor backup,PHONE
10846,5242,negative,0,negative,mobile is heating too much,PHONE
10850,5243,positive,1,positive,Nice one,GENERAL_FEEDBACK
10851,5244,positive,1,positive,Good Camera Phone,PHONE
10852,5244,positive,1,positive,Good Battery,PHONE
10853,5244,positive,1,positive,Value for Money,GENERAL_FEEDBACK
10854,5245,negative,0,negative,Phone is does not better,GENERAL_FEEDBACK
10855,5246,negative,0,negative,i change home address to office address but product delivered to home address.,INFRASTRUCTURE
10856,5247,negative,0,positive,Function well,GENERAL_FEEDBACK
10857,5247,negative,0,negative,camera quality isn't that much what I expected,PHONE
10858,5247,negative,0,negative,Battery is draining to quickly,PHONE
10859,5248,positive,1,negative,bukeh effect is not good,PHONE
10860,5248,positive,1,positive,overall good one,GENERAL_FEEDBACK
10863,5249,negative,0,negative,The biggest problem I faced was the poor battery performance.,PHONE
10861,5249,negative,0,positive,The performance overall was okay,PHONE
10862,5249,negative,0,negative,there was a lot of heating issues.,PHONE
10864,5249,negative,0,negative,The battery when fully charged didn't last for even 3 hours.,PHONE
10866,5250,negative,0,negative,very fast battery draining is a major problem.,PHONE
10865,5250,negative,0,negative,I was given a preactivated product for the price of a new one.,INFRASTRUCTURE
10867,5251,positive,1,positive,Okay low budget and best future not bad,GENERAL_FEEDBACK
10869,5252,positive,1,positive,Nice phone.,GENERAL_FEEDBACK
10868,5252,positive,1,negative,Little bit hitting problem.,PHONE
10870,5253,negative,0,negative,Not good,GENERAL_FEEDBACK
10871,5254,positive,1,positive,Awesome product .,GENERAL_FEEDBACK
10872,5254,positive,1,positive,Arrived quickly and works well.,INFRASTRUCTURE
10873,5255,negative,0,negative,Totally worse product.. DO NOT BUY...,GENERAL_FEEDBACK
10874,5255,negative,0,negative,"Message,Mail,SMS notification lighe is not working.",PHONE
10875,5255,negative,0,negative,No battery % shown in notification bar,PHONE
10876,5255,negative,0,negative,Battery drain very fast with normal uses.,PHONE
10882,5256,positive,0,positive,Userfriendy interface.,PHONE
10881,5256,positive,0,negative,camera quality is not as expected,PHONE
10880,5256,positive,0,negative,heating problem of the phone.,PHONE
10878,5256,positive,0,positive,Good battery backup,PHONE
10877,5256,positive,0,positive,speaker volume is loud n clear thanks to dolby atmos.,PHONE
10879,5256,positive,0,positive,Overall good product,GENERAL_FEEDBACK
10883,5257,negative,0,negative,"Compass , Gallery options not available",PHONE
10884,5257,negative,0,negative,depth mode of camera very bad,PHONE
10885,5257,negative,0,negative,Battery drain bahut fast hai,PHONE
10890,5258,negative,0,negative,Camera not that good woth too less features,PHONE
10888,5258,negative,0,negative,Poor battery performance,PHONE
10889,5258,negative,0,negative,the phone even lags in the beginning itself,PHONE
10886,5258,negative,0,negative,horrible in terms of battery,PHONE
10887,5258,negative,0,negative,no turbocharge,PHONE
10891,5259,negative,0,negative,It doesn't work in 4G Mode.,PHONE
10892,5259,negative,0,negative,Signal Strength is very week.,PHONE
10893,5259,negative,0,negative,They are not ready to replace the product.,INFRASTRUCTURE
10894,5260,positive,1,positive,comes with one back cover which is an added advantage,PHONE
10895,5260,positive,1,positive,Awesome phone,GENERAL_FEEDBACK
10896,5261,positive,1,positive,Price to be performance is good,PHONE
10899,5262,negative,0,negative,it hangs while using with more apps.,PHONE
10900,5262,negative,0,negative,Only one camera working.,PHONE
10898,5262,negative,0,negative,the battery drains faster than k4 note.,PHONE
10897,5262,negative,0,negative,This phone is getting heated very fastly,PHONE
10901,5263,positive,1,positive,Dolby sound quality is perfect.,PHONE
10902,5263,positive,1,positive,All features as given in description.,GENERAL_FEEDBACK
10903,5264,negative,0,positive,It's the best phone in low cost,GENERAL_FEEDBACK
10904,5264,negative,0,negative,it's some how heating while charge,PHONE
10905,5264,negative,0,negative,it has borked screen within one month,PHONE
10906,5265,negative,0,negative,when we connect this with charger then got switch off,PHONE
10907,5266,positive,1,positive,Nice phone with nice battery life.,PHONE
10911,5267,negative,0,negative,Not good experience,GENERAL_FEEDBACK
10910,5267,negative,0,negative,Flash light open randomly,PHONE
10908,5267,negative,0,negative,Bar menu scrolling down automatically,PHONE
10909,5267,negative,0,negative,Phone aaps open aoutomatically,PHONE
10912,5268,positive,1,positive,Value for money,GENERAL_FEEDBACK
10913,5269,negative,0,negative,ITS NOT USER FRIENDLY LIKE LENOVO K4 NOTE.,GENERAL_FEEDBACK
10914,5269,negative,0,negative,I am not able to send direct contact through SMS,PHONE
10915,5269,negative,0,negative,SCREEN POCKET MODE SAFE OPTION MISSING.,PHONE
10916,5270,negative,0,negative,Not a good phone,GENERAL_FEEDBACK
10917,5271,negative,0,negative,4gb 64 gb Wala phone bhi hang ho rha hai,PHONE
10918,5272,positive,1,positive,Amazing features,GENERAL_FEEDBACK
10919,5272,positive,1,negative,call recording not supported,PHONE
10923,5273,negative,0,negative,heating is big problem,PHONE
10922,5273,negative,0,negative,not worth as we can get better product in the same price range,GENERAL_FEEDBACK
10920,5273,negative,0,negative,4000 mah battery but seems it exhaust soon,PHONE
10921,5273,negative,0,negative,camera quality also not very exciting,PHONE
10924,5274,negative,0,negative,Phone gets hot after long usage.,PHONE
10925,5274,negative,0,negative,A few very common features missing,GENERAL_FEEDBACK
10926,5274,negative,0,negative,You can't select any tune from your labs as a ringtone.,PHONE
10927,5274,negative,0,negative,It doesn't support VoLTE.,PHONE
10928,5274,negative,0,negative,There is no screen mirroring.,PHONE
10930,5275,negative,0,negative,it is taking too long time in full charge i.e. 4 to 5 hours,PHONE
10929,5275,negative,0,negative,its a bad performance,PHONE
10931,5276,positive,1,positive,Decent camera,PHONE
10932,5276,positive,1,positive,good battery backup.,PHONE
10933,5277,positive,1,positive,Very nice phone,GENERAL_FEEDBACK
10934,5278,negative,0,negative,Having multiple issues with the phone,GENERAL_FEEDBACK
10935,5278,negative,0,negative,not even customer service of Lenovo is of any help.,INFRASTRUCTURE
10936,5278,negative,0,negative,Phone is having heating issues,PHONE
10937,5278,negative,0,negative,Jio is not working.,PHONE
10938,5279,positive,1,positive,Good performance,PHONE
10939,5280,negative,0,negative,2nd SIM is maximum disconnected,PHONE
10940,5280,negative,0,negative,screen replacement cost almost 80% of the new mobile cost,INFRASTRUCTURE
10941,5280,negative,0,negative,gorilla glass it's single time drop from your hand definitely broken,PHONE
10942,5280,negative,0,negative,No huge use of dual camera,PHONE
10943,5281,positive,1,positive,Best Performance.,PHONE
10944,5282,negative,0,negative,Issue with charging,PHONE
10946,5283,negative,0,negative,There is a network problem - it does not show any signal most of the time.,PHONE
10947,5283,negative,0,negative,the music keeps on hanging.,PHONE
10945,5283,negative,0,negative,This is a terrible product.,GENERAL_FEEDBACK
10948,5283,negative,0,negative,the phone keeps on hanging when multiple applications are in use.,PHONE
10950,5284,negative,0,negative,4k battery but drained very quickly,PHONE
10949,5284,negative,0,negative,K8 note has heating issue while charging and moderate use also,PHONE
10953,5285,positive,1,negative,low light pictures were not good,PHONE
10951,5285,positive,1,negative,average battery life,PHONE
10952,5285,positive,1,positive,Phone is good,GENERAL_FEEDBACK
10954,5286,negative,0,negative,Simply Hanging Often.,PHONE
10955,5286,negative,0,negative,Please don't Buy this Product..!,GENERAL_FEEDBACK
10956,5286,negative,0,negative,This mobile phone Gets Over Heat after the Software Updated,PHONE
10957,5287,positive,0,positive,Ok,GENERAL_FEEDBACK
10958,5288,negative,0,negative,Weak Wifi hotspot signal.,PHONE
10959,5288,negative,0,negative,Long delay while trying to call,PHONE
10960,5288,negative,0,negative,Phones gets hot very quickly.,PHONE
10961,5289,positive,1,positive,amazing mobile and nice features.,GENERAL_FEEDBACK
10962,5290,negative,0,negative,useless phone,GENERAL_FEEDBACK
10963,5290,negative,0,negative,VOLTE does not work,PHONE
10964,5290,negative,0,negative,Don't buy it if you are going for long battery back up.,PHONE
10965,5291,positive,1,positive,"Phone is 2 gud, working fine",GENERAL_FEEDBACK
10966,5291,positive,1,positive,battery backup is upto the marks,PHONE
10967,5291,positive,1,positive,"no lag , even when game playing.",PHONE
10968,5292,negative,0,negative,camera range also not in expected range.,PHONE
10969,5292,negative,0,negative,Mobile getting heat for mild usage,PHONE
10971,5293,negative,0,negative,ended up paying more 100 bucks than it's actually show,INFRASTRUCTURE
10970,5293,negative,0,positive,phones good,GENERAL_FEEDBACK
10972,5294,positive,1,positive,Good product,GENERAL_FEEDBACK
10973,5295,negative,0,negative,Useless phone plz don't take it,GENERAL_FEEDBACK
10974,5295,negative,0,negative,can't support volte,PHONE
10975,5295,negative,0,negative,big network problem,PHONE
10976,5296,negative,0,negative,Heating problem,PHONE
10977,5296,negative,0,negative,press call cut red button touch then call cut in 2-3 second,PHONE
10978,5296,negative,0,negative,Ear phone missing,INFRASTRUCTURE
10979,5297,positive,1,positive,THANK YOU RATING YOU R ORDER,GENERAL_FEEDBACK
10980,5298,positive,1,positive,Good product,GENERAL_FEEDBACK
10981,5299,negative,0,negative,draining fast.,PHONE
10982,5299,negative,0,negative,Mobile is heating,PHONE
10983,5299,negative,0,negative,battery is not fast charge,PHONE
10984,5300,negative,1,negative,very bad phone,GENERAL_FEEDBACK
10985,5301,negative,0,negative,I want my money return,INFRASTRUCTURE
10986,5302,negative,1,negative,In charge time heating.,PHONE
10987,5302,negative,1,negative,Dual Camera is not working good,PHONE
10992,5303,negative,0,negative,Mirror casting is not available.,PHONE
10990,5303,negative,0,negative,Overheating problem. Leads to battery drain.,PHONE
10991,5303,negative,0,negative,It does not work properly when you are playing music via bluetooth. Sound cracks.,PHONE
10989,5303,negative,0,negative,Dual camera in no good.,PHONE
10988,5303,negative,0,negative,Most of the chargers do not work with this phone.,PHONE
10993,5304,negative,0,negative,no incoming calls are coming,PHONE
10994,5304,negative,0,negative,"Maximum time Sim Network problem, it's a big problem",PHONE
10995,5305,negative,0,negative,the phone volume and ring tones all very low.,PHONE
10996,5306,negative,1,positive,Good phone,GENERAL_FEEDBACK
10997,5306,negative,1,negative,But no headphone,INFRASTRUCTURE
10998,5307,negative,0,negative,has some problem with 4G connection.,PHONE
10999,5307,negative,0,negative,When connected to home wifi calls are not coming.,PHONE
11001,5308,negative,0,positive,The product is quite good,GENERAL_FEEDBACK
11000,5308,negative,0,negative,the phone didn't come with an earphone.,INFRASTRUCTURE
11002,5309,positive,1,positive,"Very good phone, go for it.",GENERAL_FEEDBACK
11003,5310,negative,0,negative,Speaker problem,PHONE
11004,5311,positive,1,positive,Awesome phone,GENERAL_FEEDBACK
11005,5312,positive,1,positive,Good battery,PHONE
11006,5312,positive,1,positive,good sound,PHONE
11007,5312,positive,1,positive,awesome performance,PHONE
11008,5313,negative,1,positive,Awesome mobile touch is super processor awesome turbo charging amazing,PHONE
11009,5313,negative,1,negative,battery backup is very low,PHONE
11010,5314,positive,1,positive,it is good and easy to use.,PHONE
11011,5315,negative,1,positive,Mobile is super,GENERAL_FEEDBACK
11012,5315,negative,1,negative,sound quality bad(phone taking),PHONE
11013,5316,positive,1,positive,Good,GENERAL_FEEDBACK
11014,5317,positive,1,positive,Good,GENERAL_FEEDBACK
11015,5318,positive,1,positive,Good Phone,GENERAL_FEEDBACK
11016,5319,negative,1,negative,Camera is bad,PHONE
11020,5320,negative,0,negative,Screen Brightness is low.,PHONE
11019,5320,negative,0,negative,Heating Issue is there,PHONE
11017,5320,negative,0,negative,I'm not satisfied with the product at all.,GENERAL_FEEDBACK
11018,5320,negative,0,negative,Battery Drain is shocking,PHONE
11026,5321,positive,1,positive,Sound is pretty good,PHONE
11021,5321,positive,1,positive,"Looks great, feels good in hand",PHONE
11022,5321,positive,1,positive,Haven't faced any hang or any RAM issues till now,PHONE
11023,5321,positive,1,positive,"Front camera - Phenomenal, combined with front flash it is even better",PHONE
11024,5321,positive,1,positive,Faced no heating issues till now,PHONE
11025,5321,positive,1,positive,"Back camera - Could have been better, but still it is fairly good",PHONE
11027,5322,positive,1,positive,Good service and nice product.,INFRASTRUCTURE
11029,5323,positive,1,positive,Amazon service is best,INFRASTRUCTURE
11028,5323,positive,1,positive,This is very nice look and features.,PHONE
11030,5324,negative,0,negative,Higher price point,INFRASTRUCTURE
11031,5325,positive,1,positive,Killer mobile,GENERAL_FEEDBACK
11032,5326,negative,0,negative,"right speaker only work, left speaker is not working.",PHONE
11033,5327,positive,1,positive,V good mobile,GENERAL_FEEDBACK
11034,5328,negative,0,negative,Charger problem,PHONE
11035,5328,negative,0,negative,Mobile strucking,PHONE
11036,5328,negative,0,negative,heating,PHONE
11043,5329,negative,0,negative,Heats up during games and long uses on net.,PHONE
11042,5329,negative,0,negative,Have only one speaker which is not so good for music lovers,PHONE
11041,5329,negative,0,negative,Back cover quality is cheap.,PHONE
11040,5329,negative,0,negative,Takes time to search contacts (sometimes lagging),PHONE
11039,5329,negative,0,negative,little bit heavy for one hand users.,PHONE
