row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category,main_category
9323,4524,negative,0,negative,Wi-Fi and Data connection automatically stops,PHONE,CONNECTIVITY
9324,4524,negative,0,negative,Turbo charging of 15 min is not working.,PHONE,BATTERY
9325,4525,negative,0,negative,Wow amazing exchange offer.. chutiya banane ki...,INFRASTRUCTURE,RETURNS & EXCHANGES
9327,4526,positive,1,positive,Nice,GENERAL_FEEDBACK,OVERALL SATISFACTION
9326,4526,positive,1,negative,heavy weight mobile.,PHONE,DESIGN
9328,4527,negative,0,negative,"major issue to network, any cellular network not working properly",PHONE,CONNECTIVITY
9329,4527,negative,0,negative,"heating problem, continues use 15 minutes then mobile gets hot.",PHONE,BATTERY
9330,4528,negative,0,negative,Rear camera not like 13 mp,PHONE,CAMERA
9331,4528,negative,0,negative,No headphones with handset,PHONE,AUDIO
9335,4529,negative,0,negative,worst service.. unable to return also..,INFRASTRUCTURE,RETURNS & EXCHANGES
9332,4529,negative,0,negative,Unable to charge my phone..,PHONE,BATTERY
9333,4529,negative,0,negative,headphones pin also not working..,PHONE,AUDIO
9334,4529,negative,0,negative,I got defective product,INFRASTRUCTURE,DELIVERY
9337,4530,negative,0,negative,Tempered dont fit due to curve screen.,PHONE,DESIGN
9338,4530,negative,0,negative,Looks old,PHONE,DESIGN
9336,4530,negative,0,negative,very heavy phone.,PHONE,DESIGN
9339,4531,positive,1,positive,amazing camera and processor,PHONE,CAMERA
9340,4532,positive,1,positive,greet camera and battery life,PHONE,CAMERA
9341,4533,positive,1,positive,Fabulous phone no problem,GENERAL_FEEDBACK,OVERALL SATISFACTION
9342,4533,positive,1,positive,charging speed is fast,PHONE,BATTERY
9343,4533,positive,1,positive,no heating problem,PHONE,BATTERY
9344,4534,negative,0,positive,Good Phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9345,4534,negative,0,negative,Bad network connectivity in sim slot 1.,PHONE,CONNECTIVITY
9346,4535,positive,1,positive,rest features are very good,GENERAL_FEEDBACK,OVERALL SATISFACTION
9347,4535,positive,1,negative,Camera needs improvement,PHONE,CAMERA
9348,4535,positive,1,positive,Worth for money product,GENERAL_FEEDBACK,PRICE & VALUE
9351,4536,negative,0,negative,Block call notification is not show.,PHONE,SOFTWARE
9349,4536,negative,0,negative,Sum SIM card is not shown in second slot.,PHONE,CONNECTIVITY
9350,4536,negative,0,negative,Music sounds is nt good like a k4 note,PHONE,AUDIO
9352,4537,negative,1,negative,But phone is hanging ...,PHONE,PERFORMANCE
9353,4537,negative,1,positive,Good .. nice battery ..,PHONE,BATTERY
9356,4538,negative,0,negative,over heating during charge or in simple use.,PHONE,BATTERY
9354,4538,negative,0,negative,it's battery disappointed me.,PHONE,BATTERY
9355,4538,negative,0,negative,it is taking 5-6 hours to charge and battery is draining too fast,PHONE,BATTERY
9357,4539,negative,0,negative,Received faulty product phone is not turning on,INFRASTRUCTURE,DELIVERY
9358,4540,negative,1,negative,Heating like an Iron box,PHONE,BATTERY
9359,4541,negative,0,negative,does not support screen cast.,PHONE,CONNECTIVITY
9360,4541,negative,0,negative,Has only one colour of led notification light.,PHONE,DESIGN
9361,4541,negative,0,negative,No scheduled on - off option.,PHONE,SOFTWARE
9362,4541,negative,0,negative,Will never recommend others to buy.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9363,4541,negative,0,negative,No call record option.,PHONE,SOFTWARE
9364,4542,positive,0,positive,Nice performance 4g Ram super fast,PHONE,PERFORMANCE
9369,4543,negative,0,positive,Better look. Nice to hold,PHONE,DESIGN
9368,4543,negative,0,negative,NO DIRECT WIFI CASTING TO TV,PHONE,CONNECTIVITY
9367,4543,negative,0,negative,I dont recommend this phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9366,4543,negative,0,negative,Camera is below average,PHONE,CAMERA
9365,4543,negative,0,negative,Bluetooth connection in car is not so smooth.,PHONE,CONNECTIVITY
9370,4544,negative,0,negative,Bettery performance is very low it can't stand a single day,PHONE,BATTERY
9371,4545,negative,0,negative,Charging period is very long ...Approx 5-6 hrs take for full charge,PHONE,BATTERY
9372,4546,positive,1,positive,Good phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9373,4547,positive,1,positive,Good product.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9374,4547,positive,1,positive,Value for money.,GENERAL_FEEDBACK,PRICE & VALUE
9375,4547,positive,1,positive,Nice interface. Smooth working.,PHONE,SOFTWARE
9378,4548,negative,0,negative,bokeh mode not working at all.,PHONE,CAMERA
9379,4548,negative,0,negative,camera z pathetic.,PHONE,CAMERA
9376,4548,negative,0,negative,Worst phone ever.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9377,4548,negative,0,negative,Worst camera,PHONE,CAMERA
9380,4549,negative,0,negative,camera is ok not a good phone it's average,PHONE,CAMERA
9381,4549,negative,0,negative,Phone is very heating,PHONE,BATTERY
9382,4550,negative,0,positive,Phone looks ok works fine,PHONE,PERFORMANCE
9383,4550,negative,0,negative,supplied cable doesn't work,PHONE,CONNECTIVITY
9384,4550,negative,0,negative,Amazon as usual is unable to refund or replace it.,INFRASTRUCTURE,RETURNS & EXCHANGES
9387,4551,negative,0,negative,Front camera is dull.. even not better than Redmi note 4...,PHONE,CAMERA
9388,4551,negative,0,negative,Sound quality is also not enough to satisfaction,PHONE,AUDIO
9385,4551,negative,0,positive,Nice touch response,PHONE,DISPLAY
9386,4551,negative,0,positive,Rare camera is awsm,PHONE,CAMERA
9390,4552,negative,0,negative,fingerprint sensor is also not working as good as it was initially,PHONE,DESIGN
9391,4552,negative,0,negative,extreme heating and battery draining.,PHONE,BATTERY
9389,4552,negative,0,negative,network connectivity issue,PHONE,CONNECTIVITY
9392,4553,negative,0,negative,No OTG .,PHONE,CONNECTIVITY
9393,4553,negative,0,negative,no ear phones with product,INFRASTRUCTURE,DELIVERY
9394,4553,negative,0,negative,no light on below key touch,PHONE,DESIGN
9395,4553,negative,0,negative,Very less brightness,PHONE,DISPLAY
9396,4554,positive,1,positive,So fast device superb phne,PHONE,PERFORMANCE
9399,4555,negative,0,negative,THERE IS NO OPTION OF CALL RECORDING,PHONE,SOFTWARE
9400,4555,negative,0,negative,BATTERY VERY POOR ONLY ONE DAY STAYING THE CHARGING,PHONE,BATTERY
9398,4555,negative,0,negative,CALL LOGS ALSO NOT REMOVABLE / DELETE U MUST BE DELETE ALL CALL LOGS NOT SINGLE..!!!,PHONE,SOFTWARE
9397,4555,negative,0,negative,CAMERA ALSO NO SO GOOD,PHONE,CAMERA
9401,4556,positive,1,positive,Superb features and hd display,PHONE,DISPLAY
9402,4556,positive,1,positive,no lagging of phone,PHONE,PERFORMANCE
9403,4557,positive,1,positive,good,GENERAL_FEEDBACK,OVERALL SATISFACTION
9404,4558,negative,0,negative,"Sound is very low either it is calling, speaker, video , mp3.",PHONE,AUDIO
9405,4558,negative,0,negative,Camera quality is also not good as per the provide 13 MP.,PHONE,CAMERA
9406,4559,negative,0,negative,they hang up too frequently,PHONE,PERFORMANCE
9407,4559,negative,0,negative,Battery backup is also not good.,PHONE,BATTERY
9408,4559,negative,0,negative,Customer care support is also not good.,INFRASTRUCTURE,CUSTOMER SUPPORT
9409,4560,negative,0,positive,Everything is very good,GENERAL_FEEDBACK,OVERALL SATISFACTION
9410,4560,negative,0,negative,battery to asay hi khatam ho jati h,PHONE,BATTERY
9411,4560,negative,0,negative,phon abhi bhi Etna heat h kiAb to dar lagta h ki blast na ho jay,PHONE,BATTERY
9412,4561,positive,1,positive,Very good looks.,PHONE,DESIGN
9413,4562,negative,0,negative,dont go for it. I sucks. Not good.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9416,4563,positive,0,positive,battery backup is good,PHONE,BATTERY
9417,4563,positive,0,positive,camera is fine,PHONE,CAMERA
9414,4563,positive,0,positive,The phone is good..working well,PHONE,PERFORMANCE
9415,4563,positive,0,negative,it doesn't came with a turbo charger..a normal charger is there,INFRASTRUCTURE,DELIVERY
9418,4564,positive,1,positive,Split screen option is nice.,PHONE,SOFTWARE
9420,4565,negative,0,negative,Cast is not working,PHONE,CONNECTIVITY
9419,4565,negative,0,positive,Battery is normal,PHONE,BATTERY
9421,4566,negative,0,negative,There is battery problem phone is not getting charged when ON.,PHONE,BATTERY
9422,4567,positive,1,positive,Good uality stuff.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9423,4567,positive,1,negative,I did not find the back cover and front film in my package !!,INFRASTRUCTURE,DELIVERY
9424,4568,positive,1,positive,Exalted,GENERAL_FEEDBACK,OVERALL SATISFACTION
9428,4569,positive,1,positive,Camera is good,PHONE,CAMERA
9427,4569,positive,1,negative,Bit heavy.,PHONE,DESIGN
9429,4569,positive,1,negative,dual mode is not very helpful.,PHONE,SOFTWARE
9425,4569,positive,1,positive,"Good phone, with good battery backup and fast charging",PHONE,BATTERY
9426,4569,positive,1,negative,No button light.,PHONE,DESIGN
9430,4570,negative,0,negative,Worst phone ever purchased from Amazon,GENERAL_FEEDBACK,OVERALL SATISFACTION
9431,4570,negative,0,negative,not recommended to anyone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9432,4571,negative,0,negative,Bad phone..,GENERAL_FEEDBACK,OVERALL SATISFACTION
9433,4572,positive,1,positive,Amazing phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9434,4573,negative,1,negative,it has battery and software issue,PHONE,BATTERY
9435,4573,negative,1,negative,I got 4 GB RAM varient but the RAM is 3.69 Ram,PHONE,PERFORMANCE
9436,4574,negative,0,negative,Charger dose not charge fast as this is a turbo charger but charges slower then other normal charger .,PHONE,BATTERY
9437,4575,positive,1,positive,Very nice phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9441,4576,negative,0,positive,it is nice in working,PHONE,PERFORMANCE
9440,4576,negative,0,negative,my gorilla glass protection broke within 20 days,PHONE,DISPLAY
9438,4576,negative,0,negative,lenovo company not responsible for warranty,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
9439,4576,negative,0,negative,it self it is heating up,PHONE,BATTERY
9442,4577,negative,0,negative,it didn't have an option to change ringtone option,PHONE,SOFTWARE
9443,4577,negative,0,negative,it doesn't have voice recording,PHONE,SOFTWARE
9444,4577,negative,0,negative,Google assistant not responding when it lock,PHONE,SOFTWARE
9450,4578,positive,1,positive,Water resistant is plus point,PHONE,DESIGN
9449,4578,positive,1,negative,when you start installing heavy apps then some time apps giving errors and fon is little hanging,PHONE,PERFORMANCE
9448,4578,positive,1,positive,Processing is pretty fast,PHONE,PERFORMANCE
9446,4578,positive,1,negative,brightness is very poor,PHONE,DISPLAY
9445,4578,positive,1,positive,camera quality is good,PHONE,CAMERA
9447,4578,positive,1,positive,Battery life good it can survive full day,PHONE,BATTERY
9451,4579,positive,0,negative,screen is not scratch resistant,PHONE,DISPLAY
9452,4579,positive,0,positive,Good mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
9453,4580,negative,0,negative,This Lenovo k8 is no gorilaglass,PHONE,DISPLAY
9454,4580,negative,0,negative,my Mobile glass was broken,PHONE,DISPLAY
9455,4581,positive,1,positive,Camera best,PHONE,CAMERA
9456,4582,positive,1,negative,dual camera features could be better.,PHONE,CAMERA
9457,4582,positive,1,positive,Good phone for this budget.,GENERAL_FEEDBACK,PRICE & VALUE
9458,4583,positive,1,positive,Excellent Phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9462,4584,positive,1,positive,great sound quality,PHONE,AUDIO
9461,4584,positive,1,positive,great camera,PHONE,CAMERA
9460,4584,positive,1,positive,super fast,PHONE,PERFORMANCE
9459,4584,positive,1,positive,64 is sufficient space,PHONE,STORAGE
9463,4585,negative,0,negative,Heating problem.,PHONE,BATTERY
9464,4586,negative,0,negative,Insurance is not accept,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
9465,4587,negative,1,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
9466,4587,negative,1,negative,2 what's up aap not running,PHONE,SOFTWARE
9467,4588,positive,1,positive,all features are working as described.,PHONE,PERFORMANCE
9470,4589,positive,1,negative,Dual camera not so good.. bokeh effect is not at the expected levels.,PHONE,CAMERA
9468,4589,positive,1,positive,Good battery life,PHONE,BATTERY
9469,4589,positive,1,positive,Great touch,PHONE,DISPLAY
9471,4589,positive,1,negative,Design is quite similar to other smartphones...,PHONE,DESIGN
9472,4590,negative,0,negative,speakers goes off randomly and after knocking the phone starts and works well,PHONE,AUDIO
9473,4591,positive,1,positive,very good phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9474,4592,negative,0,negative,the battery gets heated up while charging and gets drained by evening,PHONE,BATTERY
9475,4592,negative,0,negative,the cameras doesnt have depth in shot and clarity is missing,PHONE,CAMERA
9476,4593,negative,0,negative,Not good,GENERAL_FEEDBACK,OVERALL SATISFACTION
9477,4594,negative,1,negative,my mobile touch is broken,PHONE,DISPLAY
9478,4594,negative,1,positive,Nice phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9479,4595,negative,0,negative,Worst product suggest to never buy,GENERAL_FEEDBACK,OVERALL SATISFACTION
9480,4596,negative,1,negative,My jio network disconnected after using is for 5 days,PHONE,CONNECTIVITY
9481,4597,positive,1,positive,Nice phone in this price,GENERAL_FEEDBACK,PRICE & VALUE
9482,4597,positive,1,negative,Little issue of heating for continuous operation,PHONE,BATTERY
9483,4597,positive,1,positive,Smooth operating and awesome to operate.,PHONE,PERFORMANCE
9484,4598,positive,1,positive,Good product and good battery life,PHONE,BATTERY
9485,4599,negative,0,negative,"back camera which is the main high light of the phone , then u will be disappointed as ghe depth doesnot work",PHONE,CAMERA
9486,4599,negative,0,positive,Fingerprint is fast and good,PHONE,PERFORMANCE
9487,4599,negative,0,negative,Phone also heat up sometimesabruptly and usually during charging,PHONE,BATTERY
9488,4599,negative,0,negative,Battery of the phone is not dat long lasting,PHONE,BATTERY
9489,4599,negative,0,positive,build quality of phone is good with a metallic back,PHONE,DESIGN
9490,4599,negative,0,negative,Some times the phone lags,PHONE,PERFORMANCE
9491,4599,negative,0,positive,The frint camera and flash is very nice,PHONE,CAMERA
9492,4600,positive,1,positive,Very good P,GENERAL_FEEDBACK,OVERALL SATISFACTION
9493,4601,positive,1,positive,Good as expected,GENERAL_FEEDBACK,OVERALL SATISFACTION
9495,4602,negative,0,negative,this phone bit slow also,PHONE,PERFORMANCE
9494,4602,negative,0,negative,Camera quality is poor,PHONE,CAMERA
9498,4603,positive,1,positive,phone is of good quality.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9499,4603,positive,1,positive,camera quality is also well.,PHONE,CAMERA
9496,4603,positive,1,positive,screen with gorilla glass is also well.,PHONE,DISPLAY
9497,4603,positive,1,positive,bty back up is well.,PHONE,BATTERY
9502,4604,negative,0,positive,Handset looks good.,PHONE,DESIGN
9501,4604,negative,0,negative,battery backup is very bad.,PHONE,BATTERY
9500,4604,negative,0,negative,mobile is getting heat,PHONE,BATTERY
9503,4605,positive,0,positive,performance is also very good,PHONE,PERFORMANCE
9504,4605,positive,0,negative,charger is very slow,PHONE,BATTERY
9505,4605,positive,0,positive,phone runs very good,PHONE,PERFORMANCE
9506,4606,positive,1,positive,Excellent display,PHONE,DISPLAY
9507,4606,positive,1,positive,screen is very big,PHONE,DESIGN
9508,4607,negative,0,negative,Not good,GENERAL_FEEDBACK,OVERALL SATISFACTION
9512,4608,positive,0,positive,camera quality is awesome.,PHONE,CAMERA
9511,4608,positive,0,positive,Heating problem in less,PHONE,BATTERY
9510,4608,positive,0,positive,Performance is good.,PHONE,PERFORMANCE
9509,4608,positive,0,negative,Stock android not user friendly like earlier versions of Lenovo with vibe UI.,PHONE,SOFTWARE
9513,4609,negative,0,negative,is product defective,GENERAL_FEEDBACK,OVERALL SATISFACTION
9514,4610,positive,1,positive,Excellent mobile.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9524,4611,negative,0,negative,lacks inbuilt contact saver.,PHONE,SOFTWARE
9523,4611,negative,0,positive,"Performance wise, it is worth of the cost.",PHONE,PERFORMANCE
9522,4611,negative,0,negative,Very vulnerable to accidental falls or pressure.,PHONE,DESIGN
9520,4611,negative,0,negative,Finger print detection lags.,PHONE,PERFORMANCE
9521,4611,negative,0,negative,Screen and camera glass are too cracky.,PHONE,DESIGN
9518,4611,negative,0,negative,Personalisation of various options is not convenient.,PHONE,SOFTWARE
9517,4611,negative,0,negative,RAM usage remains always high,PHONE,PERFORMANCE
9516,4611,negative,0,negative,Gets hung up frequently.,PHONE,PERFORMANCE
9515,4611,negative,0,negative,Screen is not tough at all.,PHONE,DISPLAY
9519,4611,negative,0,negative,Transfer of files are tough.,PHONE,CONNECTIVITY
9525,4612,negative,0,negative,camerA WAS not good,PHONE,CAMERA
9526,4613,negative,0,negative,It takes more than 4 hrs to charge.,PHONE,BATTERY
9527,4613,negative,0,negative,There is network problem.,PHONE,CONNECTIVITY
9528,4613,negative,0,negative,Battery draining very fast,PHONE,BATTERY
9533,4614,negative,0,negative,Battery with normal usage will last for a half day.,PHONE,BATTERY
9532,4614,negative,0,negative,misleading specifications.,PHONE,PERFORMANCE
9530,4614,negative,0,negative,Camera quality is not great,PHONE,CAMERA
9529,4614,negative,0,negative,Heating up,PHONE,BATTERY
9531,4614,negative,0,negative,Network issue,PHONE,CONNECTIVITY
9534,4615,negative,0,negative,Very poor performance,PHONE,PERFORMANCE
9535,4615,negative,0,negative,network issues,PHONE,CONNECTIVITY
9536,4615,negative,0,negative,mobile is heat,PHONE,BATTERY
9537,4616,negative,0,negative,Ok ok phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9538,4617,positive,1,positive,Good Mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
9540,4618,positive,1,positive,One of the best in this Price.,GENERAL_FEEDBACK,PRICE & VALUE
9539,4618,positive,1,positive,the processor is very good in it.,PHONE,PERFORMANCE
9541,4619,negative,0,negative,Camera is not good,PHONE,CAMERA
9542,4620,positive,1,positive,Good mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
9543,4621,negative,0,negative,I hate lenovo k 8 note because battery problem,PHONE,BATTERY
9544,4622,positive,0,negative,Amazon delivery is very bad,INFRASTRUCTURE,DELIVERY
9545,4622,positive,0,positive,Phone is good.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9546,4623,negative,0,negative,Bill copy,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
9547,4624,positive,1,positive,Good product,GENERAL_FEEDBACK,OVERALL SATISFACTION
9548,4624,positive,1,positive,Nice phone at it's price,GENERAL_FEEDBACK,PRICE & VALUE
9549,4625,negative,0,negative,Phone hangs and software problem.,PHONE,PERFORMANCE
9550,4625,negative,0,negative,Slow to operate.,PHONE,PERFORMANCE
9551,4625,negative,0,negative,Battery drains in half hour.,PHONE,BATTERY
9552,4626,negative,0,negative,Worst product ever I return it..,GENERAL_FEEDBACK,OVERALL SATISFACTION
9553,4627,positive,1,positive,amazing phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9554,4627,positive,1,positive,good for the price,GENERAL_FEEDBACK,PRICE & VALUE
9555,4627,positive,1,positive,The camera quality was at best,PHONE,CAMERA
9556,4627,positive,1,positive,the depth sensor was very good performance,PHONE,CAMERA
9557,4627,positive,1,positive,the slow motion was excellent,PHONE,CAMERA
9558,4628,positive,1,positive,Good to have it,GENERAL_FEEDBACK,OVERALL SATISFACTION
9559,4629,negative,0,negative,Facing severe issues with the phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9560,4629,negative,0,negative,The battery gets drained within few hours,PHONE,BATTERY
9561,4629,negative,0,negative,facing hanging issues as well,PHONE,PERFORMANCE
9563,4630,positive,1,positive,"Nice looking, impressive tocuh and UI.",PHONE,DESIGN
9562,4630,positive,1,negative,camera average,PHONE,CAMERA
9564,4631,positive,1,positive,It is a good smart phone...,GENERAL_FEEDBACK,OVERALL SATISFACTION
9565,4632,negative,0,negative,I did not received Headset In the box,INFRASTRUCTURE,DELIVERY
9566,4633,positive,1,positive,Awesome phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9567,4634,negative,0,negative,phone showing problem,GENERAL_FEEDBACK,OVERALL SATISFACTION
9568,4635,positive,1,positive,Good.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9569,4636,negative,0,positive,All round good product.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9570,4636,negative,0,negative,many features missing in this,PHONE,SOFTWARE
9571,4636,negative,0,negative,Dual Camera is not so great.,PHONE,CAMERA
9572,4636,negative,0,negative,at this price you will get better phones.,GENERAL_FEEDBACK,COMPETITOR COMPARISON
9573,4637,negative,0,negative,My mobile camera is giving blur photo,PHONE,CAMERA
9574,4638,positive,1,positive,It's such great mobile to use.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9575,4639,negative,0,negative,battery backup is also not up to mark.,PHONE,BATTERY
9576,4639,negative,0,negative,camera quality is poor.,PHONE,CAMERA
9577,4639,negative,0,negative,No update availlable,PHONE,SOFTWARE
9578,4640,positive,1,positive,Camera is fantastic .,PHONE,CAMERA
9579,4640,positive,1,positive,Awesome handset .,GENERAL_FEEDBACK,OVERALL SATISFACTION
9580,4641,positive,1,negative,screen sharing doesn't work on anycast or miracast,PHONE,CONNECTIVITY
9581,4641,positive,1,positive,Nice phone in this price range..,GENERAL_FEEDBACK,PRICE & VALUE
9583,4642,negative,0,negative,Worst mobile.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9582,4642,negative,0,negative,After using for 10 minutes DOLBY ATOMS stopped working.,PHONE,SOFTWARE
9584,4643,negative,0,negative,Battery is poor,PHONE,BATTERY
9585,4644,negative,0,negative,Battery backup is low.,PHONE,BATTERY
9586,4644,negative,0,positive,All function is OK.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9587,4644,negative,0,negative,Heating problem at the charging time,PHONE,BATTERY
9588,4645,negative,0,negative,Very poor mobile chargeing complaint,PHONE,BATTERY
9589,4646,negative,0,negative,Bad in.performance,PHONE,PERFORMANCE
9593,4647,positive,1,negative,i am disappoint in price i bought in 14000 now 12000,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
9592,4647,positive,1,positive,Betry backup owsm.,PHONE,BATTERY
9590,4647,positive,1,positive,Very good quality phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9591,4647,positive,1,positive,Speaker louder.,PHONE,AUDIO
9594,4648,negative,0,negative,unable set ringtone,PHONE,SOFTWARE
9595,4648,negative,0,negative,night time pics are not good,PHONE,CAMERA
9596,4648,negative,0,negative,its heating,PHONE,BATTERY
9597,4649,positive,1,positive,It's good phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9598,4650,negative,0,negative,There was no ear phone .,INFRASTRUCTURE,DELIVERY
9600,4651,negative,0,negative,switching off continuously,PHONE,PERFORMANCE
9599,4651,negative,0,negative,this phone will never loose connections or signals,PHONE,CONNECTIVITY
9601,4651,negative,0,negative,when i say hello it hears as hay,PHONE,AUDIO
9603,4652,negative,0,negative,look like very heavy gadget,PHONE,DESIGN
9602,4652,negative,0,negative,camera quality is very poor,PHONE,CAMERA
9604,4653,positive,1,positive,according to its price its a good phone,GENERAL_FEEDBACK,PRICE & VALUE
9605,4653,positive,1,negative,it does not compete with them [15k phones],GENERAL_FEEDBACK,COMPETITOR COMPARISON
9606,4654,positive,1,positive,Very good mobile phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9607,4655,negative,0,negative,VOLTE NOT SUPPORT,PHONE,CONNECTIVITY
9608,4656,positive,1,positive,Goog,GENERAL_FEEDBACK,OVERALL SATISFACTION
9611,4657,negative,0,negative,Charging from 0% to 100% takes almost upto 7 hours,PHONE,BATTERY
9609,4657,negative,0,negative,Phone is also lagging,PHONE,PERFORMANCE
9610,4657,negative,0,negative,Battery Draining so quickly,PHONE,BATTERY
9612,4657,negative,0,negative,Battery is very bad,PHONE,BATTERY
9616,4658,negative,0,negative,Bad dual camera,PHONE,CAMERA
9615,4658,negative,0,negative,no backlight on home & back keys,PHONE,DESIGN
9613,4658,negative,0,negative,battery drains fast,PHONE,BATTERY
9614,4658,negative,0,negative,heating issues,PHONE,BATTERY
9618,4659,negative,0,negative,not happy with the performance of the set,PHONE,PERFORMANCE
9617,4659,negative,0,negative,Not working as I thought,GENERAL_FEEDBACK,OVERALL SATISFACTION
9621,4660,negative,0,positive,if ur using a single camera its good.,PHONE,CAMERA
9622,4660,negative,0,negative,While connecting to Bluetooth speaker I hear broken sound,PHONE,AUDIO
9619,4660,negative,0,negative,"Battery is pathetic, it's drain so fast while using mobile data.",PHONE,BATTERY
9620,4660,negative,0,negative,"Rear dual camera is very bad, the dual camera and bokeh effect is very very bad.",PHONE,CAMERA
9624,4661,negative,0,negative,gorilla glass is very weak,PHONE,DISPLAY
9623,4661,negative,0,negative,waste of money for buying this mobile,GENERAL_FEEDBACK,PRICE & VALUE
9625,4662,negative,0,negative,phone band ho gaya... On hi nahi ho raha,PHONE,PERFORMANCE
9626,4663,positive,1,positive,Best phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
9627,4664,negative,0,positive,thanks to Amazon for take return this product.and give refund in only 6 hours,INFRASTRUCTURE,REFUNDS & CASHBACK
9628,4664,negative,0,negative,Battery give performance like 2000 mAh.,PHONE,BATTERY
9629,4665,negative,0,negative,It's same like k5 note only one thing was changed dual camera only,PHONE,DESIGN
9630,4666,negative,1,negative,is not dual standby 4g,PHONE,CONNECTIVITY
9631,4666,negative,1,negative,so many worte heat when update the phone,PHONE,BATTERY
9632,4667,positive,0,positive,working ok.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9633,4668,negative,0,negative,Not as expected,GENERAL_FEEDBACK,OVERALL SATISFACTION
9634,4669,negative,0,negative,The handset gets heated up,PHONE,BATTERY
9635,4669,negative,0,positive,The camera is good,PHONE,CAMERA
9636,4669,negative,0,negative,consumes battery as if the handset gets hungry while photography,PHONE,BATTERY
9637,4669,negative,0,negative,It takes minimum 4-5 hours to charge the phone.,PHONE,BATTERY
9638,4670,negative,0,positive,Good.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9639,4670,negative,0,negative,But not as per description You can't use 4G Sim on both slots.,PHONE,CONNECTIVITY
9640,4671,negative,0,negative,Cast setting of the phone is not working,PHONE,CONNECTIVITY
9641,4672,negative,0,negative,Very baad battery backup,PHONE,BATTERY
9642,4672,negative,0,negative,it takes long time to chahe 100%,PHONE,BATTERY
9643,4673,negative,0,negative,Faltu maal de dia,GENERAL_FEEDBACK,OVERALL SATISFACTION
9644,4674,positive,1,positive,Just love the k8 note.,GENERAL_FEEDBACK,OVERALL SATISFACTION
9645,4674,positive,1,positive,K8 note is way better then Redmi note 4 or honor 7x.,GENERAL_FEEDBACK,COMPETITOR COMPARISON
9646,4674,positive,1,positive,in awe of my k8 note camera and network speed.,PHONE,CONNECTIVITY
9647,4675,positive,0,positive,it meet my some requirements,GENERAL_FEEDBACK,OVERALL SATISFACTION
9648,4675,positive,0,negative,selfie camera may be modified for more effectiveness,PHONE,CAMERA
9649,4676,negative,0,positive,This is a good low price,GENERAL_FEEDBACK,PRICE & VALUE
9650,4676,negative,0,negative,battery is very poor it is drain very badly,PHONE,BATTERY
9651,4677,negative,0,negative,Just two days problem in touchpad.,PHONE,DISPLAY
9653,4678,negative,0,negative,wasn't able to connect with Amazon for return,INFRASTRUCTURE,CUSTOMER SUPPORT
9652,4678,negative,0,negative,Phone not working properly,GENERAL_FEEDBACK,OVERALL SATISFACTION
9654,4679,positive,1,positive,nice camara,PHONE,CAMERA
9655,4679,positive,1,positive,Superb mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
9656,4680,negative,0,negative,They must use snapdragon,PHONE,PERFORMANCE
